神龙宝藏索引,章节,怪物entryId,等级（要求）,挑战次数（每天）,能否组队,怪物列表,挑战奖励,首通奖励,挖宝星级,章节名称,首通奖励预览,通关奖励预览
169,37,120410,192,1,0,"[2]=120402,[3]=120403,[4]=120404,[5]=120405,[6]=120406,[8]=120408,[9]=120409,[10]=120410,[11]=120411,[12]=120412","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
170,37,120510,192,1,0,"[2]=120502,[3]=120503,[4]=120504,[5]=120505,[6]=120506,[8]=120508,[9]=120509,[10]=120510,[11]=120511,[12]=120512","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
171,37,120610,192,1,0,"[2]=120602,[3]=120603,[4]=120604,[5]=120605,[6]=120606,[8]=120608,[9]=120609,[10]=120610,[11]=120611,[12]=120612","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
172,37,50000005,192,1,0,[10]=120710,"{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
173,38,50000001,200,1,0,[10]=120810,"{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
174,38,50000006,200,1,0,[10]=120910,"{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
175,38,121010,200,1,0,"[2]=121002,[3]=121003,[4]=121004,[5]=121005,[6]=121006,[8]=121008,[9]=121009,[10]=121010,[11]=121011,[12]=121012","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
176,38,121110,200,1,0,"[2]=121102,[3]=121103,[4]=121104,[5]=121105,[6]=121106,[8]=121108,[9]=121109,[10]=121110,[11]=121111,[12]=121112","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
177,38,50000004,200,1,0,[10]=121210,"{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
178,38,121310,200,1,0,"[2]=121302,[3]=121303,[4]=121304,[5]=121305,[6]=121306,[8]=121308,[9]=121309,[10]=121310,[11]=121311,[12]=121312","{""exp"",917000},{""funds"",62000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12000000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17800000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图28,"{60056, 100}","{60061,917000},{60055,62000},{20013,2}"
179,39,121410,200,1,0,"[2]=121402,[3]=121403,[4]=121404,[5]=121405,[6]=121406,[8]=121408,[9]=121409,[10]=121410,[11]=121411,[12]=121412","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
180,39,121510,200,1,0,"[2]=121502,[3]=121503,[4]=121504,[5]=121505,[6]=121506,[8]=121508,[9]=121509,[10]=121510,[11]=121511,[12]=121512","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
181,39,121610,200,1,0,"[2]=121602,[3]=121603,[4]=121604,[5]=121605,[6]=121606,[8]=121608,[9]=121609,[10]=121610,[11]=121611,[12]=121612","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
182,39,50000006,200,1,0,[10]=121710,"{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
183,39,121810,200,1,0,"[2]=121802,[3]=121803,[4]=121804,[5]=121805,[6]=121806,[8]=121808,[9]=121809,[10]=121810,[11]=121811,[12]=121812","{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
184,39,50000006,200,1,0,[10]=121910,"{""exp"",917000},{""funds"",63000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12400000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",18400000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图29,"{60056, 100}","{60061,917000},{60055,63000},{20013,2}"
185,40,122010,200,1,0,"[2]=122002,[3]=122003,[4]=122004,[5]=122005,[6]=122006,[8]=122008,[9]=122009,[10]=122010,[11]=122011,[12]=122012","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
186,40,122110,200,1,0,"[2]=122102,[3]=122103,[4]=122104,[5]=122105,[6]=122106,[8]=122108,[9]=122109,[10]=122110,[11]=122111,[12]=122112","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
187,40,122210,200,1,0,"[2]=122202,[3]=122203,[4]=122204,[5]=122205,[6]=122206,[8]=122208,[9]=122209,[10]=122210,[11]=122211,[12]=122212","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
188,40,122310,200,1,0,"[2]=122302,[3]=122303,[4]=122304,[5]=122305,[6]=122306,[8]=122308,[9]=122309,[10]=122310,[11]=122311,[12]=122312","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
189,40,122410,200,1,0,"[2]=122402,[3]=122403,[4]=122404,[5]=122405,[6]=122406,[8]=122408,[9]=122409,[10]=122410,[11]=122411,[12]=122412","{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
190,40,50000003,200,1,0,[10]=122510,"{""exp"",917000},{""funds"",64000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,130}, {""exp"",12800000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",19000000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,260}}",宝藏图30,"{60056, 100}","{60061,917000},{60055,64000},{20013,2}"
191,41,50000004,200,1,0,[10]=122610,"{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
192,41,122710,200,1,0,"[2]=122702,[3]=122703,[4]=122704,[5]=122705,[6]=122706,[8]=122708,[9]=122709,[10]=122710,[11]=122711,[12]=122712","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
193,41,122810,200,1,0,"[2]=122802,[3]=122803,[4]=122804,[5]=122805,[6]=122806,[8]=122808,[9]=122809,[10]=122810,[11]=122811,[12]=122812","{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
194,41,50000002,200,1,0,[10]=122910,"{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
195,41,50000001,200,1,0,[10]=123010,"{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
196,41,50000006,200,1,0,[10]=123110,"{""exp"",974000},{""funds"",65000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13200000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",19600000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图31,"{60056, 100}","{60061,974000},{60055,65000},{20013,2}"
197,42,123210,200,1,0,"[2]=123202,[3]=123203,[4]=123204,[5]=123205,[6]=123206,[8]=123208,[9]=123209,[10]=123210,[11]=123211,[12]=123212","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
198,42,123310,200,1,0,"[2]=123302,[3]=123303,[4]=123304,[5]=123305,[6]=123306,[8]=123308,[9]=123309,[10]=123310,[11]=123311,[12]=123312","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
199,42,50000002,200,1,0,[10]=123410,"{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
200,42,123510,200,1,0,"[2]=123502,[3]=123503,[4]=123504,[5]=123505,[6]=123506,[8]=123508,[9]=123509,[10]=123510,[11]=123511,[12]=123512","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
201,42,50000004,200,1,0,[10]=123610,"{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
202,42,123710,200,1,0,"[2]=123702,[3]=123703,[4]=123704,[5]=123705,[6]=123706,[8]=123708,[9]=123709,[10]=123710,[11]=123711,[12]=123712","{""exp"",974000},{""funds"",66000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",13600000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20200000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图32,"{60056, 100}","{60061,974000},{60055,66000},{20013,2}"
203,43,123810,200,1,0,"[2]=123802,[3]=123803,[4]=123804,[5]=123805,[6]=123806,[8]=123808,[9]=123809,[10]=123810,[11]=123811,[12]=123812","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
204,43,123910,200,1,0,"[2]=123902,[3]=123903,[4]=123904,[5]=123905,[6]=123906,[8]=123908,[9]=123909,[10]=123910,[11]=123911,[12]=123912","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
205,43,124010,200,1,0,"[2]=124002,[3]=124003,[4]=124004,[5]=124005,[6]=124006,[8]=124008,[9]=124009,[10]=124010,[11]=124011,[12]=124012","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
206,43,124110,200,1,0,"[2]=124102,[3]=124103,[4]=124104,[5]=124105,[6]=124106,[8]=124108,[9]=124109,[10]=124110,[11]=124111,[12]=124112","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
207,43,124210,200,1,0,"[2]=124202,[3]=124203,[4]=124204,[5]=124205,[6]=124206,[8]=124208,[9]=124209,[10]=124210,[11]=124211,[12]=124212","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
208,43,124310,200,1,0,"[2]=124302,[3]=124303,[4]=124304,[5]=124305,[6]=124306,[8]=124308,[9]=124309,[10]=124310,[11]=124311,[12]=124312","{""exp"",974000},{""funds"",67000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,150}, {""exp"",14000000}},[12]={{""bindRmb"",3000}, {""item"",60005,3}, {""exp"",20800000}},[18]={{""bindRmb"",6000}, {""item"",60005,3}, {""item"",200013,300}}",宝藏图33,"{60056, 100}","{60061,974000},{60055,67000},{20013,2}"
