关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错
3192,1220,灵山12_2,[10]=319210,1,200,64705000,200,3,,,120,,0,,,,,0
3193,1220,灵山12_3,"[2]=319302,[3]=319303,[4]=319304,[5]=319305,[6]=319306,[8]=319308,[9]=319309,[10]=319310,[11]=319311,[12]=319312",1,200,64705000,200,3,,,120,,0,,,,,0
3194,1220,灵山12_4,"[2]=319402,[3]=319403,[4]=319404,[5]=319405,[6]=319406,[8]=319408,[9]=319409,[10]=319410,[11]=319411,[12]=319412",1,200,64705000,200,3,,,120,,0,,,,,0
3195,1220,灵山12_5,"[2]=319502,[3]=319503,[4]=319504,[5]=319505,[6]=319506,[8]=319508,[9]=319509,[10]=319510,[11]=319511,[12]=319512",1,200,64705000,200,3,,,120,,0,,,,,0
3196,1220,灵山12_6,"[2]=319602,[3]=319603,[4]=319604,[5]=319605,[6]=319606,[8]=319608,[9]=319609,[10]=319610,[11]=319611,[12]=319612",1,200,64705000,200,3,,,120,,0,,,,,0
3197,1220,灵山12_7,"[2]=319702,[3]=319703,[4]=319704,[5]=319705,[6]=319706,[8]=319708,[9]=319709,[10]=319710,[11]=319711,[12]=319712",1,200,64705000,200,3,,,120,,0,,,,,0
3198,1220,灵山12_8,[10]=319810,1,200,64705000,200,3,,,120,,0,,,,,0
3199,1220,灵山12_9,[10]=319910,1,200,64705000,200,3,,,120,,0,,,,,0
3200,1220,灵山12_10,"[2]=320002,[3]=320003,[4]=320004,[5]=320005,[6]=320006,[8]=320008,[9]=320009,[10]=320010,[11]=320011,[12]=320012",1,200,64705000,200,3,,,120,,0,,,,,0
3201,1221,灵山13_1,"[2]=320102,[3]=320103,[4]=320104,[5]=320105,[6]=320106,[8]=320108,[9]=320109,[10]=320110,[11]=320111,[12]=320112",1,200,64705000,200,3,,,120,,0,,,,,0
3202,1221,灵山13_2,"[2]=320202,[3]=320203,[4]=320204,[5]=320205,[6]=320206,[8]=320208,[9]=320209,[10]=320210,[11]=320211,[12]=320212",1,200,64705000,200,3,,,120,,0,,,,,0
3203,1221,灵山13_3,"[2]=320302,[3]=320303,[4]=320304,[5]=320305,[6]=320306,[8]=320308,[9]=320309,[10]=320310,[11]=320311,[12]=320312",1,200,64705000,200,3,,,120,,0,,,,,0
3204,1221,灵山13_4,[10]=320410,1,200,64705000,200,3,,,120,,0,,,,,0
3205,1221,灵山13_5,"[2]=320502,[3]=320503,[4]=320504,[5]=320505,[6]=320506,[8]=320508,[9]=320509,[10]=320510,[11]=320511,[12]=320512",1,200,64705000,200,3,,,120,,0,,,,,0
3206,1221,灵山13_6,[10]=320610,1,200,64705000,200,3,,,120,,0,,,,,0
3207,1221,灵山13_7,[10]=320710,1,200,64705000,200,3,,,120,,0,,,,,0
3208,1221,灵山13_8,[10]=320810,1,200,64705000,200,3,,,120,,0,,,,,0
3209,1221,灵山13_9,[10]=320910,1,200,64705000,200,3,,,120,,0,,,,,0
3210,1221,灵山13_10,[10]=321010,1,200,64705000,200,3,,,120,,0,,,,,0
3211,1222,灵山14_1,"[2]=321102,[3]=321103,[4]=321104,[5]=321105,[6]=321106,[8]=321108,[9]=321109,[10]=321110,[11]=321111,[12]=321112",1,200,64705000,200,3,,,120,,0,,,,,0
3212,1222,灵山14_2,"[2]=321202,[3]=321203,[4]=321204,[5]=321205,[6]=321206,[8]=321208,[9]=321209,[10]=321210,[11]=321211,[12]=321212",1,200,64705000,200,3,,,120,,0,,,,,0
3213,1222,灵山14_3,"[2]=321302,[3]=321303,[4]=321304,[5]=321305,[6]=321306,[8]=321308,[9]=321309,[10]=321310,[11]=321311,[12]=321312",1,200,64705000,200,3,,,120,,0,,,,,0
3214,1222,灵山14_4,"[2]=321402,[3]=321403,[4]=321404,[5]=321405,[6]=321406,[8]=321408,[9]=321409,[10]=321410,[11]=321411,[12]=321412",1,200,64705000,200,3,,,120,,0,,,,,0
3215,1222,灵山14_5,[10]=321510,1,200,64705000,200,3,,,120,,0,,,,,0
3216,1222,灵山14_6,"[2]=321602,[3]=321603,[4]=321604,[5]=321605,[6]=321606,[8]=321608,[9]=321609,[10]=321610,[11]=321611,[12]=321612",1,200,64705000,200,3,,,120,,0,,,,,0
3217,1222,灵山14_7,[10]=321710,1,200,64705000,200,3,,,120,,0,,,,,0
3218,1222,灵山14_8,"[2]=321802,[3]=321803,[4]=321804,[5]=321805,[6]=321806,[8]=321808,[9]=321809,[10]=321810,[11]=321811,[12]=321812",1,200,64705000,200,3,,,120,,0,,,,,0
3219,1222,灵山14_9,[10]=321910,1,200,64705000,200,3,,,120,,0,,,,,0
3220,1222,灵山14_10,"[2]=322002,[3]=322003,[4]=322004,[5]=322005,[6]=322006,[8]=322008,[9]=322009,[10]=322010,[11]=322011,[12]=322012",1,200,64705000,200,3,,,120,,0,,,,,0
3221,1223,灵山15_1,"[2]=322102,[3]=322103,[4]=322104,[5]=322105,[6]=322106,[8]=322108,[9]=322109,[10]=322110,[11]=322111,[12]=322112",1,200,64705000,200,3,,,120,,0,,,,,0
3222,1223,灵山15_2,"[2]=322202,[3]=322203,[4]=322204,[5]=322205,[6]=322206,[8]=322208,[9]=322209,[10]=322210,[11]=322211,[12]=322212",1,200,64705000,200,3,,,120,,0,,,,,0
3223,1223,灵山15_3,"[2]=322302,[3]=322303,[4]=322304,[5]=322305,[6]=322306,[8]=322308,[9]=322309,[10]=322310,[11]=322311,[12]=322312",1,200,64705000,200,3,,,120,,0,,,,,0
3224,1223,灵山15_4,"[2]=322402,[3]=322403,[4]=322404,[5]=322405,[6]=322406,[8]=322408,[9]=322409,[10]=322410,[11]=322411,[12]=322412",1,200,64705000,200,3,,,120,,0,,,,,0
3225,1223,灵山15_5,"[2]=322502,[3]=322503,[4]=322504,[5]=322505,[6]=322506,[8]=322508,[9]=322509,[10]=322510,[11]=322511,[12]=322512",1,200,64705000,200,3,,,120,,0,,,,,0
3226,1223,灵山15_6,"[2]=322602,[3]=322603,[4]=322604,[5]=322605,[6]=322606,[8]=322608,[9]=322609,[10]=322610,[11]=322611,[12]=322612",1,200,64705000,200,3,,,120,,0,,,,,0
3227,1223,灵山15_7,"[2]=322702,[3]=322703,[4]=322704,[5]=322705,[6]=322706,[8]=322708,[9]=322709,[10]=322710,[11]=322711,[12]=322712",1,200,64705000,200,3,,,120,,0,,,,,0
3228,1223,灵山15_8,"[2]=322802,[3]=322803,[4]=322804,[5]=322805,[6]=322806,[8]=322808,[9]=322809,[10]=322810,[11]=322811,[12]=322812",1,200,64705000,200,3,,,120,,0,,,,,0
3229,1223,灵山15_9,"[2]=322902,[3]=322903,[4]=322904,[5]=322905,[6]=322906,[8]=322908,[9]=322909,[10]=322910,[11]=322911,[12]=322912",1,200,64705000,200,3,,,120,,0,,,,,0
3230,1223,灵山15_10,"[2]=323002,[3]=323003,[4]=323004,[5]=323005,[6]=323006,[8]=323008,[9]=323009,[10]=323010,[11]=323011,[12]=323012",1,200,64705000,200,3,,,120,,0,,,,,0
3231,1224,灵山16_1,"[2]=323102,[3]=323103,[4]=323104,[5]=323105,[6]=323106,[8]=323108,[9]=323109,[10]=323110,[11]=323111,[12]=323112",1,200,64705000,200,3,,,120,,0,,,,,0
3232,1224,灵山16_2,"[2]=323202,[3]=323203,[4]=323204,[5]=323205,[6]=323206,[8]=323208,[9]=323209,[10]=323210,[11]=323211,[12]=323212",1,200,64705000,200,3,,,120,,0,,,,,0
3233,1224,灵山16_3,"[2]=323302,[3]=323303,[4]=323304,[5]=323305,[6]=323306,[8]=323308,[9]=323309,[10]=323310,[11]=323311,[12]=323312",1,200,64705000,200,3,,,120,,0,,,,,0
3234,1224,灵山16_4,[10]=323410,1,200,64705000,200,3,,,120,,0,,,,,0
3235,1224,灵山16_5,"[2]=323502,[3]=323503,[4]=323504,[5]=323505,[6]=323506,[8]=323508,[9]=323509,[10]=323510,[11]=323511,[12]=323512",1,200,64705000,200,3,,,120,,0,,,,,0
3236,1224,灵山16_6,"[2]=323602,[3]=323603,[4]=323604,[5]=323605,[6]=323606,[8]=323608,[9]=323609,[10]=323610,[11]=323611,[12]=323612",1,200,64705000,200,3,,,120,,0,,,,,0
3237,1224,灵山16_7,[10]=323710,1,200,64705000,200,3,,,120,,0,,,,,0
3238,1224,灵山16_8,"[2]=323802,[3]=323803,[4]=323804,[5]=323805,[6]=323806,[8]=323808,[9]=323809,[10]=323810,[11]=323811,[12]=323812",1,200,64705000,200,3,,,120,,0,,,,,0
3239,1224,灵山16_9,"[2]=323902,[3]=323903,[4]=323904,[5]=323905,[6]=323906,[8]=323908,[9]=323909,[10]=323910,[11]=323911,[12]=323912",1,200,64705000,200,3,,,120,,0,,,,,0
3240,1224,灵山16_10,[10]=324010,1,200,64705000,200,3,,,120,,0,,,,,0
3241,1225,灵山17_1,"[2]=324102,[3]=324103,[4]=324104,[5]=324105,[6]=324106,[8]=324108,[9]=324109,[10]=324110,[11]=324111,[12]=324112",1,200,64705000,200,3,,,120,,0,,,,,0
3242,1225,灵山17_2,"[2]=324202,[3]=324203,[4]=324204,[5]=324205,[6]=324206,[8]=324208,[9]=324209,[10]=324210,[11]=324211,[12]=324212",1,200,64705000,200,3,,,120,,0,,,,,0
3243,1225,灵山17_3,"[2]=324302,[3]=324303,[4]=324304,[5]=324305,[6]=324306,[8]=324308,[9]=324309,[10]=324310,[11]=324311,[12]=324312",1,200,64705000,200,3,,,120,,0,,,,,0
3244,1225,灵山17_4,"[2]=324402,[3]=324403,[4]=324404,[5]=324405,[6]=324406,[8]=324408,[9]=324409,[10]=324410,[11]=324411,[12]=324412",1,200,64705000,200,3,,,120,,0,,,,,0
3245,1225,灵山17_5,[10]=324510,1,200,64705000,200,3,,,120,,0,,,,,0
3246,1225,灵山17_6,"[2]=324602,[3]=324603,[4]=324604,[5]=324605,[6]=324606,[8]=324608,[9]=324609,[10]=324610,[11]=324611,[12]=324612",1,200,64705000,200,3,,,120,,0,,,,,0
3247,1225,灵山17_7,[10]=324710,1,200,64705000,200,3,,,120,,0,,,,,0
3248,1225,灵山17_8,"[2]=324802,[3]=324803,[4]=324804,[5]=324805,[6]=324806,[8]=324808,[9]=324809,[10]=324810,[11]=324811,[12]=324812",1,200,64705000,200,3,,,120,,0,,,,,0
3249,1225,灵山17_9,"[2]=324902,[3]=324903,[4]=324904,[5]=324905,[6]=324906,[8]=324908,[9]=324909,[10]=324910,[11]=324911,[12]=324912",1,200,64705000,200,3,,,120,,0,,,,,0
3250,1225,灵山17_10,"[2]=325002,[3]=325003,[4]=325004,[5]=325005,[6]=325006,[8]=325008,[9]=325009,[10]=325010,[11]=325011,[12]=325012",1,200,64705000,200,3,,,120,,0,,,,,0
3251,1226,灵山18_1,[10]=325110,1,200,64705000,200,3,,,120,,0,,,,,0
3252,1226,灵山18_2,"[2]=325202,[3]=325203,[4]=325204,[5]=325205,[6]=325206,[8]=325208,[9]=325209,[10]=325210,[11]=325211,[12]=325212",1,200,64705000,200,3,,,120,,0,,,,,0
3253,1226,灵山18_3,"[2]=325302,[3]=325303,[4]=325304,[5]=325305,[6]=325306,[8]=325308,[9]=325309,[10]=325310,[11]=325311,[12]=325312",1,200,64705000,200,3,,,120,,0,,,,,0
3254,1226,灵山18_4,"[2]=325402,[3]=325403,[4]=325404,[5]=325405,[6]=325406,[8]=325408,[9]=325409,[10]=325410,[11]=325411,[12]=325412",1,200,64705000,200,3,,,120,,0,,,,,0
3255,1226,灵山18_5,"[2]=325502,[3]=325503,[4]=325504,[5]=325505,[6]=325506,[8]=325508,[9]=325509,[10]=325510,[11]=325511,[12]=325512",1,200,64705000,200,3,,,120,,0,,,,,0
3256,1226,灵山18_6,"[2]=325602,[3]=325603,[4]=325604,[5]=325605,[6]=325606,[8]=325608,[9]=325609,[10]=325610,[11]=325611,[12]=325612",1,200,64705000,200,3,,,120,,0,,,,,0
3257,1226,灵山18_7,"[2]=325702,[3]=325703,[4]=325704,[5]=325705,[6]=325706,[8]=325708,[9]=325709,[10]=325710,[11]=325711,[12]=325712",1,200,64705000,200,3,,,120,,0,,,,,0
3258,1226,灵山18_8,"[2]=325802,[3]=325803,[4]=325804,[5]=325805,[6]=325806,[8]=325808,[9]=325809,[10]=325810,[11]=325811,[12]=325812",1,200,64705000,200,3,,,120,,0,,,,,0
3259,1226,灵山18_9,"[2]=325902,[3]=325903,[4]=325904,[5]=325905,[6]=325906,[8]=325908,[9]=325909,[10]=325910,[11]=325911,[12]=325912",1,200,64705000,200,3,,,120,,0,,,,,0
3260,1226,灵山18_10,"[2]=326002,[3]=326003,[4]=326004,[5]=326005,[6]=326006,[8]=326008,[9]=326009,[10]=326010,[11]=326011,[12]=326012",1,200,64705000,200,3,,,120,,0,,,,,0
3261,1227,灵山19_1,"[2]=326102,[3]=326103,[4]=326104,[5]=326105,[6]=326106,[8]=326108,[9]=326109,[10]=326110,[11]=326111,[12]=326112",1,200,64705000,200,3,,,120,,0,,,,,0
3262,1227,灵山19_2,"[2]=326202,[3]=326203,[4]=326204,[5]=326205,[6]=326206,[8]=326208,[9]=326209,[10]=326210,[11]=326211,[12]=326212",1,200,64705000,200,3,,,120,,0,,,,,0
3263,1227,灵山19_3,"[2]=326302,[3]=326303,[4]=326304,[5]=326305,[6]=326306,[8]=326308,[9]=326309,[10]=326310,[11]=326311,[12]=326312",1,200,64705000,200,3,,,120,,0,,,,,0
3264,1227,灵山19_4,"[2]=326402,[3]=326403,[4]=326404,[5]=326405,[6]=326406,[8]=326408,[9]=326409,[10]=326410,[11]=326411,[12]=326412",1,200,64705000,200,3,,,120,,0,,,,,0
3265,1227,灵山19_5,"[2]=326502,[3]=326503,[4]=326504,[5]=326505,[6]=326506,[8]=326508,[9]=326509,[10]=326510,[11]=326511,[12]=326512",1,200,64705000,200,3,,,120,,0,,,,,0
3266,1227,灵山19_6,[10]=326610,1,200,64705000,200,3,,,120,,0,,,,,0
3267,1227,灵山19_7,"[2]=326702,[3]=326703,[4]=326704,[5]=326705,[6]=326706,[8]=326708,[9]=326709,[10]=326710,[11]=326711,[12]=326712",1,200,64705000,200,3,,,120,,0,,,,,0
3268,1227,灵山19_8,[10]=326810,1,200,64705000,200,3,,,120,,0,,,,,0
3269,1227,灵山19_9,[10]=326910,1,200,64705000,200,3,,,120,,0,,,,,0
3270,1227,灵山19_10,"[2]=327002,[3]=327003,[4]=327004,[5]=327005,[6]=327006,[8]=327008,[9]=327009,[10]=327010,[11]=327011,[12]=327012",1,200,64705000,200,3,,,120,,0,,,,,0
3271,1228,灵山20_1,[10]=327110,1,200,64705000,200,3,,,120,,0,,,,,0
3272,1228,灵山20_2,"[2]=327202,[3]=327203,[4]=327204,[5]=327205,[6]=327206,[8]=327208,[9]=327209,[10]=327210,[11]=327211,[12]=327212",1,200,64705000,200,3,,,120,,0,,,,,0
3273,1228,灵山20_3,"[2]=327302,[3]=327303,[4]=327304,[5]=327305,[6]=327306,[8]=327308,[9]=327309,[10]=327310,[11]=327311,[12]=327312",1,200,64705000,200,3,,,120,,0,,,,,0
3274,1228,灵山20_4,"[2]=327402,[3]=327403,[4]=327404,[5]=327405,[6]=327406,[8]=327408,[9]=327409,[10]=327410,[11]=327411,[12]=327412",1,200,64705000,200,3,,,120,,0,,,,,0
3275,1228,灵山20_5,"[2]=327502,[3]=327503,[4]=327504,[5]=327505,[6]=327506,[8]=327508,[9]=327509,[10]=327510,[11]=327511,[12]=327512",1,200,64705000,200,3,,,120,,0,,,,,0
3276,1228,灵山20_6,[10]=327610,1,200,64705000,200,3,,,120,,0,,,,,0
3277,1228,灵山20_7,[10]=327710,1,200,64705000,200,3,,,120,,0,,,,,0
3278,1228,灵山20_8,"[2]=327802,[3]=327803,[4]=327804,[5]=327805,[6]=327806,[8]=327808,[9]=327809,[10]=327810,[11]=327811,[12]=327812",1,200,64705000,200,3,,,120,,0,,,,,0
3279,1228,灵山20_9,"[2]=327902,[3]=327903,[4]=327904,[5]=327905,[6]=327906,[8]=327908,[9]=327909,[10]=327910,[11]=327911,[12]=327912",1,200,64705000,200,3,,,120,,0,,,,,0
3280,1228,灵山20_10,[10]=328010,1,200,64705000,200,3,,,120,,0,,,,,0
3281,1229,两界山1_1,"[2]=328102,[3]=328103,[4]=328104,[5]=328105,[6]=328106,[8]=328108,[9]=328109,[10]=328110,[11]=328111,[12]=328112",1,200,81772000,200,3,,,120,,0,,,,,0
3282,1229,两界山1_2,"[2]=328202,[3]=328203,[4]=328204,[5]=328205,[6]=328206,[8]=328208,[9]=328209,[10]=328210,[11]=328211,[12]=328212",1,200,81772000,200,3,,,120,,0,,,,,0
3283,1229,两界山1_3,"[2]=328302,[3]=328303,[4]=328304,[5]=328305,[6]=328306,[8]=328308,[9]=328309,[10]=328310,[11]=328311,[12]=328312",1,200,81772000,200,3,,,120,,0,,,,,0
3284,1229,两界山1_4,[10]=328410,1,200,81772000,200,3,,,120,,0,,,,,0
3285,1229,两界山1_5,[10]=328510,1,200,81772000,200,3,,,120,,0,,,,,0
3286,1229,两界山1_6,[10]=328610,1,200,81772000,200,3,,,120,,0,,,,,0
3287,1229,两界山1_7,"[2]=328702,[3]=328703,[4]=328704,[5]=328705,[6]=328706,[8]=328708,[9]=328709,[10]=328710,[11]=328711,[12]=328712",1,200,81772000,200,3,,,120,,0,,,,,0
3288,1229,两界山1_8,"[2]=328802,[3]=328803,[4]=328804,[5]=328805,[6]=328806,[8]=328808,[9]=328809,[10]=328810,[11]=328811,[12]=328812",1,200,81772000,200,3,,,120,,0,,,,,0
3289,1229,两界山1_9,[10]=328910,1,200,81772000,200,3,,,120,,0,,,,,0
3290,1229,两界山1_10,[10]=329010,1,200,81772000,200,3,,,120,,0,,,,,0
3291,1230,两界山2_1,[10]=329110,1,200,81772000,200,3,,,120,,0,,,,,0
3292,1230,两界山2_2,"[2]=329202,[3]=329203,[4]=329204,[5]=329205,[6]=329206,[8]=329208,[9]=329209,[10]=329210,[11]=329211,[12]=329212",1,200,81772000,200,3,,,120,,0,,,,,0
3293,1230,两界山2_3,[10]=329310,1,200,81772000,200,3,,,120,,0,,,,,0
3294,1230,两界山2_4,"[2]=329402,[3]=329403,[4]=329404,[5]=329405,[6]=329406,[8]=329408,[9]=329409,[10]=329410,[11]=329411,[12]=329412",1,200,81772000,200,3,,,120,,0,,,,,0
3295,1230,两界山2_5,"[2]=329502,[3]=329503,[4]=329504,[5]=329505,[6]=329506,[8]=329508,[9]=329509,[10]=329510,[11]=329511,[12]=329512",1,200,81772000,200,3,,,120,,0,,,,,0
3296,1230,两界山2_6,[10]=329610,1,200,81772000,200,3,,,120,,0,,,,,0
3297,1230,两界山2_7,"[2]=329702,[3]=329703,[4]=329704,[5]=329705,[6]=329706,[8]=329708,[9]=329709,[10]=329710,[11]=329711,[12]=329712",1,200,81772000,200,3,,,120,,0,,,,,0
3298,1230,两界山2_8,"[2]=329802,[3]=329803,[4]=329804,[5]=329805,[6]=329806,[8]=329808,[9]=329809,[10]=329810,[11]=329811,[12]=329812",1,200,81772000,200,3,,,120,,0,,,,,0
3299,1230,两界山2_9,"[2]=329902,[3]=329903,[4]=329904,[5]=329905,[6]=329906,[8]=329908,[9]=329909,[10]=329910,[11]=329911,[12]=329912",1,200,81772000,200,3,,,120,,0,,,,,0
3300,1230,两界山2_10,[10]=330010,1,200,81772000,200,3,,,120,,0,,,,,0
3301,1231,两界山3_1,"[2]=330102,[3]=330103,[4]=330104,[5]=330105,[6]=330106,[8]=330108,[9]=330109,[10]=330110,[11]=330111,[12]=330112",1,200,81772000,200,3,,,120,,0,,,,,0
3302,1231,两界山3_2,"[2]=330202,[3]=330203,[4]=330204,[5]=330205,[6]=330206,[8]=330208,[9]=330209,[10]=330210,[11]=330211,[12]=330212",1,200,81772000,200,3,,,120,,0,,,,,0
3303,1231,两界山3_3,[10]=330310,1,200,81772000,200,3,,,120,,0,,,,,0
3304,1231,两界山3_4,"[2]=330402,[3]=330403,[4]=330404,[5]=330405,[6]=330406,[8]=330408,[9]=330409,[10]=330410,[11]=330411,[12]=330412",1,200,81772000,200,3,,,120,,0,,,,,0
3305,1231,两界山3_5,"[2]=330502,[3]=330503,[4]=330504,[5]=330505,[6]=330506,[8]=330508,[9]=330509,[10]=330510,[11]=330511,[12]=330512",1,200,81772000,200,3,,,120,,0,,,,,0
3306,1231,两界山3_6,"[2]=330602,[3]=330603,[4]=330604,[5]=330605,[6]=330606,[8]=330608,[9]=330609,[10]=330610,[11]=330611,[12]=330612",1,200,81772000,200,3,,,120,,0,,,,,0
3307,1231,两界山3_7,[10]=330710,1,200,81772000,200,3,,,120,,0,,,,,0
3308,1231,两界山3_8,[10]=330810,1,200,81772000,200,3,,,120,,0,,,,,0
3309,1231,两界山3_9,[10]=330910,1,200,81772000,200,3,,,120,,0,,,,,0
3310,1231,两界山3_10,"[2]=331002,[3]=331003,[4]=331004,[5]=331005,[6]=331006,[8]=331008,[9]=331009,[10]=331010,[11]=331011,[12]=331012",1,200,81772000,200,3,,,120,,0,,,,,0
3311,1232,两界山4_1,"[2]=331102,[3]=331103,[4]=331104,[5]=331105,[6]=331106,[8]=331108,[9]=331109,[10]=331110,[11]=331111,[12]=331112",1,200,81772000,200,3,,,120,,0,,,,,0
3312,1232,两界山4_2,"[2]=331202,[3]=331203,[4]=331204,[5]=331205,[6]=331206,[8]=331208,[9]=331209,[10]=331210,[11]=331211,[12]=331212",1,200,81772000,200,3,,,120,,0,,,,,0
3313,1232,两界山4_3,"[2]=331302,[3]=331303,[4]=331304,[5]=331305,[6]=331306,[8]=331308,[9]=331309,[10]=331310,[11]=331311,[12]=331312",1,200,81772000,200,3,,,120,,0,,,,,0
3314,1232,两界山4_4,[10]=331410,1,200,81772000,200,3,,,120,,0,,,,,0
3315,1232,两界山4_5,"[2]=331502,[3]=331503,[4]=331504,[5]=331505,[6]=331506,[8]=331508,[9]=331509,[10]=331510,[11]=331511,[12]=331512",1,200,81772000,200,3,,,120,,0,,,,,0
3316,1232,两界山4_6,[10]=331610,1,200,81772000,200,3,,,120,,0,,,,,0
3317,1232,两界山4_7,"[2]=331702,[3]=331703,[4]=331704,[5]=331705,[6]=331706,[8]=331708,[9]=331709,[10]=331710,[11]=331711,[12]=331712",1,200,81772000,200,3,,,120,,0,,,,,0
3318,1232,两界山4_8,"[2]=331802,[3]=331803,[4]=331804,[5]=331805,[6]=331806,[8]=331808,[9]=331809,[10]=331810,[11]=331811,[12]=331812",1,200,81772000,200,3,,,120,,0,,,,,0
3319,1232,两界山4_9,"[2]=331902,[3]=331903,[4]=331904,[5]=331905,[6]=331906,[8]=331908,[9]=331909,[10]=331910,[11]=331911,[12]=331912",1,200,81772000,200,3,,,120,,0,,,,,0
3320,1232,两界山4_10,"[2]=332002,[3]=332003,[4]=332004,[5]=332005,[6]=332006,[8]=332008,[9]=332009,[10]=332010,[11]=332011,[12]=332012",1,200,81772000,200,3,,,120,,0,,,,,0
3321,1233,两界山5_1,"[2]=332102,[3]=332103,[4]=332104,[5]=332105,[6]=332106,[8]=332108,[9]=332109,[10]=332110,[11]=332111,[12]=332112",1,200,81772000,200,3,,,120,,0,,,,,0
3322,1233,两界山5_2,"[2]=332202,[3]=332203,[4]=332204,[5]=332205,[6]=332206,[8]=332208,[9]=332209,[10]=332210,[11]=332211,[12]=332212",1,200,81772000,200,3,,,120,,0,,,,,0
3323,1233,两界山5_3,"[2]=332302,[3]=332303,[4]=332304,[5]=332305,[6]=332306,[8]=332308,[9]=332309,[10]=332310,[11]=332311,[12]=332312",1,200,81772000,200,3,,,120,,0,,,,,0
3324,1233,两界山5_4,"[2]=332402,[3]=332403,[4]=332404,[5]=332405,[6]=332406,[8]=332408,[9]=332409,[10]=332410,[11]=332411,[12]=332412",1,200,81772000,200,3,,,120,,0,,,,,0
3325,1233,两界山5_5,"[2]=332502,[3]=332503,[4]=332504,[5]=332505,[6]=332506,[8]=332508,[9]=332509,[10]=332510,[11]=332511,[12]=332512",1,200,81772000,200,3,,,120,,0,,,,,0
3326,1233,两界山5_6,"[2]=332602,[3]=332603,[4]=332604,[5]=332605,[6]=332606,[8]=332608,[9]=332609,[10]=332610,[11]=332611,[12]=332612",1,200,81772000,200,3,,,120,,0,,,,,0
3327,1233,两界山5_7,"[2]=332702,[3]=332703,[4]=332704,[5]=332705,[6]=332706,[8]=332708,[9]=332709,[10]=332710,[11]=332711,[12]=332712",1,200,81772000,200,3,,,120,,0,,,,,0
3328,1233,两界山5_8,"[2]=332802,[3]=332803,[4]=332804,[5]=332805,[6]=332806,[8]=332808,[9]=332809,[10]=332810,[11]=332811,[12]=332812",1,200,81772000,200,3,,,120,,0,,,,,0
3329,1233,两界山5_9,[10]=332910,1,200,81772000,200,3,,,120,,0,,,,,0
3330,1233,两界山5_10,"[2]=333002,[3]=333003,[4]=333004,[5]=333005,[6]=333006,[8]=333008,[9]=333009,[10]=333010,[11]=333011,[12]=333012",1,200,81772000,200,3,,,120,,0,,,,,0
3331,1234,两界山6_1,"[2]=333102,[3]=333103,[4]=333104,[5]=333105,[6]=333106,[8]=333108,[9]=333109,[10]=333110,[11]=333111,[12]=333112",1,200,81772000,200,3,,,120,,0,,,,,0
3332,1234,两界山6_2,[10]=333210,1,200,81772000,200,3,,,120,,0,,,,,0
3333,1234,两界山6_3,[10]=333310,1,200,81772000,200,3,,,120,,0,,,,,0
3334,1234,两界山6_4,"[2]=333402,[3]=333403,[4]=333404,[5]=333405,[6]=333406,[8]=333408,[9]=333409,[10]=333410,[11]=333411,[12]=333412",1,200,81772000,200,3,,,120,,0,,,,,0
3335,1234,两界山6_5,"[2]=333502,[3]=333503,[4]=333504,[5]=333505,[6]=333506,[8]=333508,[9]=333509,[10]=333510,[11]=333511,[12]=333512",1,200,81772000,200,3,,,120,,0,,,,,0
3336,1234,两界山6_6,"[2]=333602,[3]=333603,[4]=333604,[5]=333605,[6]=333606,[8]=333608,[9]=333609,[10]=333610,[11]=333611,[12]=333612",1,200,81772000,200,3,,,120,,0,,,,,0
3337,1234,两界山6_7,[10]=333710,1,200,81772000,200,3,,,120,,0,,,,,0
3338,1234,两界山6_8,[10]=333810,1,200,81772000,200,3,,,120,,0,,,,,0
3339,1234,两界山6_9,[10]=333910,1,200,81772000,200,3,,,120,,0,,,,,0
3340,1234,两界山6_10,[10]=334010,1,200,81772000,200,3,,,120,,0,,,,,0
3341,1235,两界山7_1,[10]=334110,1,200,81772000,200,3,,,120,,0,,,,,0
3342,1235,两界山7_2,"[2]=334202,[3]=334203,[4]=334204,[5]=334205,[6]=334206,[8]=334208,[9]=334209,[10]=334210,[11]=334211,[12]=334212",1,200,81772000,200,3,,,120,,0,,,,,0
3343,1235,两界山7_3,"[2]=334302,[3]=334303,[4]=334304,[5]=334305,[6]=334306,[8]=334308,[9]=334309,[10]=334310,[11]=334311,[12]=334312",1,200,81772000,200,3,,,120,,0,,,,,0
3344,1235,两界山7_4,"[2]=334402,[3]=334403,[4]=334404,[5]=334405,[6]=334406,[8]=334408,[9]=334409,[10]=334410,[11]=334411,[12]=334412",1,200,81772000,200,3,,,120,,0,,,,,0
3345,1235,两界山7_5,[10]=334510,1,200,81772000,200,3,,,120,,0,,,,,0
3346,1235,两界山7_6,"[2]=334602,[3]=334603,[4]=334604,[5]=334605,[6]=334606,[8]=334608,[9]=334609,[10]=334610,[11]=334611,[12]=334612",1,200,81772000,200,3,,,120,,0,,,,,0
3347,1235,两界山7_7,[10]=334710,1,200,81772000,200,3,,,120,,0,,,,,0
3348,1235,两界山7_8,[10]=334810,1,200,81772000,200,3,,,120,,0,,,,,0
