##关卡ID,名称,boss图,xml提示,索引名称,关卡等级,关卡集合序号,章节名称,章节索引名称,背景地图,地图,X坐标,Y坐标,战斗地图,战斗地图X,战斗地图Y,"引导性检查（{""appointLevel"", 20}/{""equipCheck""}/{""awakeCheck"", 20}）",标题（用于文字简介）,"偏移（{x, y, x1, x2, w}）",品质基数 100白色101蓝色102金色105传奇,"三星奖励（{物品entryId, 数量, 品质}",基础奖励,"可能奖励（1为金钱,2为元宝,3为装备,若为普通物品则直接以字符串格式填写物品的id：""10001""）",消耗体力,地图名,遇多少次怪,关联任务ID,关联开启功能信息索引,战斗中表演的电影的索引（文件名）,怪物库,敌营战力,下一关卡,战败提示,轨迹点,显示条件
Id_kn,name_s,bossImage_n,namexml_s,indexName_s,camLevel,chapterId_n,chapterName_s,chapterIndexName_s,bgImage_s,mapId_n,x_n,y_n,fightMap_n,fightMapX_n,fightMapY_n,guideCheck_t,title_s,offset_t,base_t,starItem_t,basePrize_t,prize_t,consume_n,map_c,autoFightNum_n,taskId_n,funcIndex_s,movieName_s,enemy_t,fighting_n,next_n,lostTips_s,spot_t,open_c
3582,南天门11_2,110006,,11_2,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=358210,,2583,,,
3583,南天门11_3,100031,,11_3,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=358302,[3]=358303,[4]=358304,[5]=358305,[6]=358306,[8]=358308,[9]=358309,[10]=358310,[11]=358311,[12]=358312",,2584,,,
3584,南天门11_4,100034,,11_4,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=358402,[3]=358403,[4]=358404,[5]=358405,[6]=358406,[8]=358408,[9]=358409,[10]=358410,[11]=358411,[12]=358412",,2585,,,
3585,南天门11_5,20006,,11_5,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=358502,[3]=358503,[4]=358504,[5]=358505,[6]=358506,[8]=358508,[9]=358509,[10]=358510,[11]=358511,[12]=358512",,2586,,,
3586,南天门11_6,110005,,11_6,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=358610,,2587,,,
3587,南天门11_7,100032,,11_7,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=358702,[3]=358703,[4]=358704,[5]=358705,[6]=358706,[8]=358708,[9]=358709,[10]=358710,[11]=358711,[12]=358712",,2588,,,
3588,南天门11_8,110006,,11_8,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=358810,,2589,,,
3589,南天门11_9,20006,,11_9,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=358902,[3]=358903,[4]=358904,[5]=358905,[6]=358906,[8]=358908,[9]=358909,[10]=358910,[11]=358911,[12]=358912",,2590,,,
3590,南天门11_10,20005,,11_10,0,1259,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359002,[3]=359003,[4]=359004,[5]=359005,[6]=359006,[8]=359008,[9]=359009,[10]=359010,[11]=359011,[12]=359012",,2591,,,
3591,南天门12_1,20002,,12_1,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359102,[3]=359103,[4]=359104,[5]=359105,[6]=359106,[8]=359108,[9]=359109,[10]=359110,[11]=359111,[12]=359112",,2592,,,
3592,南天门12_2,20002,,12_2,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359202,[3]=359203,[4]=359204,[5]=359205,[6]=359206,[8]=359208,[9]=359209,[10]=359210,[11]=359211,[12]=359212",,2593,,,
3593,南天门12_3,110005,,12_3,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=359310,,2594,,,
3594,南天门12_4,20005,,12_4,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359402,[3]=359403,[4]=359404,[5]=359405,[6]=359406,[8]=359408,[9]=359409,[10]=359410,[11]=359411,[12]=359412",,2595,,,
3595,南天门12_5,20005,,12_5,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359502,[3]=359503,[4]=359504,[5]=359505,[6]=359506,[8]=359508,[9]=359509,[10]=359510,[11]=359511,[12]=359512",,2596,,,
3596,南天门12_6,110004,,12_6,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=359610,,2597,,,
3597,南天门12_7,20001,,12_7,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359702,[3]=359703,[4]=359704,[5]=359705,[6]=359706,[8]=359708,[9]=359709,[10]=359710,[11]=359711,[12]=359712",,2598,,,
3598,南天门12_8,100034,,12_8,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359802,[3]=359803,[4]=359804,[5]=359805,[6]=359806,[8]=359808,[9]=359809,[10]=359810,[11]=359811,[12]=359812",,2599,,,
3599,南天门12_9,20007,,12_9,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=359902,[3]=359903,[4]=359904,[5]=359905,[6]=359906,[8]=359908,[9]=359909,[10]=359910,[11]=359911,[12]=359912",,2600,,,
3600,南天门12_10,20002,,12_10,0,1260,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360002,[3]=360003,[4]=360004,[5]=360005,[6]=360006,[8]=360008,[9]=360009,[10]=360010,[11]=360011,[12]=360012",,2601,,,
3601,南天门13_1,100030,,13_1,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360102,[3]=360103,[4]=360104,[5]=360105,[6]=360106,[8]=360108,[9]=360109,[10]=360110,[11]=360111,[12]=360112",,2602,,,
3602,南天门13_2,20010,,13_2,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360202,[3]=360203,[4]=360204,[5]=360205,[6]=360206,[8]=360208,[9]=360209,[10]=360210,[11]=360211,[12]=360212",,2603,,,
3603,南天门13_3,20007,,13_3,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360302,[3]=360303,[4]=360304,[5]=360305,[6]=360306,[8]=360308,[9]=360309,[10]=360310,[11]=360311,[12]=360312",,2604,,,
3604,南天门13_4,100034,,13_4,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360402,[3]=360403,[4]=360404,[5]=360405,[6]=360406,[8]=360408,[9]=360409,[10]=360410,[11]=360411,[12]=360412",,2605,,,
3605,南天门13_5,20010,,13_5,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360502,[3]=360503,[4]=360504,[5]=360505,[6]=360506,[8]=360508,[9]=360509,[10]=360510,[11]=360511,[12]=360512",,2606,,,
3606,南天门13_6,120043,,13_6,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360602,[3]=360603,[4]=360604,[5]=360605,[6]=360606,[8]=360608,[9]=360609,[10]=360610,[11]=360611,[12]=360612",,2607,,,
3607,南天门13_7,20005,,13_7,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360702,[3]=360703,[4]=360704,[5]=360705,[6]=360706,[8]=360708,[9]=360709,[10]=360710,[11]=360711,[12]=360712",,2608,,,
3608,南天门13_8,110001,,13_8,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=360810,,2609,,,
3609,南天门13_9,20010,,13_9,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=360902,[3]=360903,[4]=360904,[5]=360905,[6]=360906,[8]=360908,[9]=360909,[10]=360910,[11]=360911,[12]=360912",,2610,,,
3610,南天门13_10,20002,,13_10,0,1261,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=361002,[3]=361003,[4]=361004,[5]=361005,[6]=361006,[8]=361008,[9]=361009,[10]=361010,[11]=361011,[12]=361012",,2611,,,
3611,南天门14_1,110005,,14_1,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=361110,,2612,,,
3612,南天门14_2,110006,,14_2,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=361210,,2613,,,
3613,南天门14_3,110005,,14_3,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=361310,,2614,,,
3614,南天门14_4,20005,,14_4,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=361402,[3]=361403,[4]=361404,[5]=361405,[6]=361406,[8]=361408,[9]=361409,[10]=361410,[11]=361411,[12]=361412",,2615,,,
3615,南天门14_5,20001,,14_5,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=361502,[3]=361503,[4]=361504,[5]=361505,[6]=361506,[8]=361508,[9]=361509,[10]=361510,[11]=361511,[12]=361512",,2616,,,
3616,南天门14_6,110002,,14_6,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=361610,,2617,,,
3617,南天门14_7,20002,,14_7,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=361702,[3]=361703,[4]=361704,[5]=361705,[6]=361706,[8]=361708,[9]=361709,[10]=361710,[11]=361711,[12]=361712",,2618,,,
3618,南天门14_8,100033,,14_8,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=361802,[3]=361803,[4]=361804,[5]=361805,[6]=361806,[8]=361808,[9]=361809,[10]=361810,[11]=361811,[12]=361812",,2619,,,
3619,南天门14_9,110002,,14_9,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=361910,,2620,,,
3620,南天门14_10,20005,,14_10,0,1262,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362002,[3]=362003,[4]=362004,[5]=362005,[6]=362006,[8]=362008,[9]=362009,[10]=362010,[11]=362011,[12]=362012",,2621,,,
3621,南天门15_1,100032,,15_1,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362102,[3]=362103,[4]=362104,[5]=362105,[6]=362106,[8]=362108,[9]=362109,[10]=362110,[11]=362111,[12]=362112",,2622,,,
3622,南天门15_2,100032,,15_2,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362202,[3]=362203,[4]=362204,[5]=362205,[6]=362206,[8]=362208,[9]=362209,[10]=362210,[11]=362211,[12]=362212",,2623,,,
3623,南天门15_3,120043,,15_3,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362302,[3]=362303,[4]=362304,[5]=362305,[6]=362306,[8]=362308,[9]=362309,[10]=362310,[11]=362311,[12]=362312",,2624,,,
3624,南天门15_4,110001,,15_4,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=362410,,2625,,,
3625,南天门15_5,20006,,15_5,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362502,[3]=362503,[4]=362504,[5]=362505,[6]=362506,[8]=362508,[9]=362509,[10]=362510,[11]=362511,[12]=362512",,2626,,,
3626,南天门15_6,20010,,15_6,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362602,[3]=362603,[4]=362604,[5]=362605,[6]=362606,[8]=362608,[9]=362609,[10]=362610,[11]=362611,[12]=362612",,2627,,,
3627,南天门15_7,100034,,15_7,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362702,[3]=362703,[4]=362704,[5]=362705,[6]=362706,[8]=362708,[9]=362709,[10]=362710,[11]=362711,[12]=362712",,2628,,,
3628,南天门15_8,100034,,15_8,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362802,[3]=362803,[4]=362804,[5]=362805,[6]=362806,[8]=362808,[9]=362809,[10]=362810,[11]=362811,[12]=362812",,2629,,,
3629,南天门15_9,20010,,15_9,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=362902,[3]=362903,[4]=362904,[5]=362905,[6]=362906,[8]=362908,[9]=362909,[10]=362910,[11]=362911,[12]=362912",,2630,,,
3630,南天门15_10,110003,,15_10,0,1263,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=363010,,2631,,,
3631,南天门16_1,110005,,16_1,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=363110,,2632,,,
3632,南天门16_2,100031,,16_2,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363202,[3]=363203,[4]=363204,[5]=363205,[6]=363206,[8]=363208,[9]=363209,[10]=363210,[11]=363211,[12]=363212",,2633,,,
3633,南天门16_3,100033,,16_3,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363302,[3]=363303,[4]=363304,[5]=363305,[6]=363306,[8]=363308,[9]=363309,[10]=363310,[11]=363311,[12]=363312",,2634,,,
3634,南天门16_4,20005,,16_4,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363402,[3]=363403,[4]=363404,[5]=363405,[6]=363406,[8]=363408,[9]=363409,[10]=363410,[11]=363411,[12]=363412",,2635,,,
3635,南天门16_5,100032,,16_5,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363502,[3]=363503,[4]=363504,[5]=363505,[6]=363506,[8]=363508,[9]=363509,[10]=363510,[11]=363511,[12]=363512",,2636,,,
3636,南天门16_6,20005,,16_6,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363602,[3]=363603,[4]=363604,[5]=363605,[6]=363606,[8]=363608,[9]=363609,[10]=363610,[11]=363611,[12]=363612",,2637,,,
3637,南天门16_7,120043,,16_7,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363702,[3]=363703,[4]=363704,[5]=363705,[6]=363706,[8]=363708,[9]=363709,[10]=363710,[11]=363711,[12]=363712",,2638,,,
3638,南天门16_8,20002,,16_8,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363802,[3]=363803,[4]=363804,[5]=363805,[6]=363806,[8]=363808,[9]=363809,[10]=363810,[11]=363811,[12]=363812",,2639,,,
3639,南天门16_9,20011,,16_9,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=363902,[3]=363903,[4]=363904,[5]=363905,[6]=363906,[8]=363908,[9]=363909,[10]=363910,[11]=363911,[12]=363912",,2640,,,
3640,南天门16_10,100031,,16_10,0,1264,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364002,[3]=364003,[4]=364004,[5]=364005,[6]=364006,[8]=364008,[9]=364009,[10]=364010,[11]=364011,[12]=364012",,2641,,,
3641,南天门17_1,100030,,17_1,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364102,[3]=364103,[4]=364104,[5]=364105,[6]=364106,[8]=364108,[9]=364109,[10]=364110,[11]=364111,[12]=364112",,2642,,,
3642,南天门17_2,110004,,17_2,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=364210,,2643,,,
3643,南天门17_3,100032,,17_3,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364302,[3]=364303,[4]=364304,[5]=364305,[6]=364306,[8]=364308,[9]=364309,[10]=364310,[11]=364311,[12]=364312",,2644,,,
3644,南天门17_4,100031,,17_4,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364402,[3]=364403,[4]=364404,[5]=364405,[6]=364406,[8]=364408,[9]=364409,[10]=364410,[11]=364411,[12]=364412",,2645,,,
3645,南天门17_5,20011,,17_5,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364502,[3]=364503,[4]=364504,[5]=364505,[6]=364506,[8]=364508,[9]=364509,[10]=364510,[11]=364511,[12]=364512",,2646,,,
3646,南天门17_6,20007,,17_6,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=364602,[3]=364603,[4]=364604,[5]=364605,[6]=364606,[8]=364608,[9]=364609,[10]=364610,[11]=364611,[12]=364612",,2647,,,
3647,南天门17_7,110005,,17_7,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=364710,,2648,,,
3648,南天门17_8,110006,,17_8,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=364810,,2649,,,
3649,南天门17_9,110001,,17_9,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=364910,,2650,,,
3650,南天门17_10,110002,,17_10,0,1265,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,[10]=365010,,2651,,,
3651,南天门18_1,20006,,18_1,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365102,[3]=365103,[4]=365104,[5]=365105,[6]=365106,[8]=365108,[9]=365109,[10]=365110,[11]=365111,[12]=365112",,2652,,,
3652,南天门18_2,100034,,18_2,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365202,[3]=365203,[4]=365204,[5]=365205,[6]=365206,[8]=365208,[9]=365209,[10]=365210,[11]=365211,[12]=365212",,2653,,,
3653,南天门18_3,20006,,18_3,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365302,[3]=365303,[4]=365304,[5]=365305,[6]=365306,[8]=365308,[9]=365309,[10]=365310,[11]=365311,[12]=365312",,2654,,,
3654,南天门18_4,20007,,18_4,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365402,[3]=365403,[4]=365404,[5]=365405,[6]=365406,[8]=365408,[9]=365409,[10]=365410,[11]=365411,[12]=365412",,2655,,,
3655,南天门18_5,100030,,18_5,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365502,[3]=365503,[4]=365504,[5]=365505,[6]=365506,[8]=365508,[9]=365509,[10]=365510,[11]=365511,[12]=365512",,2656,,,
3656,南天门18_6,100033,,18_6,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365602,[3]=365603,[4]=365604,[5]=365605,[6]=365606,[8]=365608,[9]=365609,[10]=365610,[11]=365611,[12]=365612",,2657,,,
3657,南天门18_7,100030,,18_7,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365702,[3]=365703,[4]=365704,[5]=365705,[6]=365706,[8]=365708,[9]=365709,[10]=365710,[11]=365711,[12]=365712",,2658,,,
3658,南天门18_8,100033,,18_8,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365802,[3]=365803,[4]=365804,[5]=365805,[6]=365806,[8]=365808,[9]=365809,[10]=365810,[11]=365811,[12]=365812",,2659,,,
3659,南天门18_9,100030,,18_9,0,1266,南天门,,,50011,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,南天门,3,,,,"[2]=365902,[3]=365903,[4]=365904,[5]=365905,[6]=365906,[8]=365908,[9]=365909,[10]=365910,[11]=365911,[12]=365912",,2660,,,
