,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
366610,靡籁,100036,0,200,3960992,16174051,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
366710,靡籁,100036,0,200,3961352,16175521,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
366810,靡籁,100036,0,200,3961712,16176991,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
366902,剑魂,100012,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
366903,冰火螳螂,100016,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
366904,剑魂,100012,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
366905,剑魂,100012,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
366906,寒霜狼,100011,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
366908,木鱼怪,100026,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
366909,石狮,100007,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
366910,宠物剑邪,100030,0,200,2201151,2311209,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
366911,跳跳鼠,100004,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
366912,利刃猿,100028,0,200,176092,1386725,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
367002,跳跳鼠,100004,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
367003,剑魂,100012,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
367004,五毒蝎,100021,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
367005,强盗,100002,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
367006,寒霜狼,100011,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367008,强盗,100002,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
367009,寒霜狼,100011,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367010,九尾狐,20007,0,200,2201351,2311419,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50005,"0,0,0,0",1,50005
367011,古树精,100013,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
367012,异面怪,100009,0,200,176108,1386851,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
367110,靡籁,100036,0,200,3962792,16181401,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
367210,魑,100041,0,200,3963152,16182871,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
367310,靡籁,100036,0,200,3963512,16184341,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80036,"0,0,0,0",1,80036
367402,蚌精,100005,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
367403,寒霜狼,100011,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367404,强盗,100002,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
367405,硬壳龟,100027,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
367406,邪毒蜂,100018,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
367408,白熊精,100008,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
367409,小骷髅,100003,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
367410,九尾狐,20007,0,200,2202151,2312259,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50005,"0,0,0,0",1,50005
367411,蛮牛,100006,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
367412,寒霜狼,100011,0,200,176172,1387355,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367502,寒霜狼,100011,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367503,异面怪,100009,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
367504,麟鹿,100015,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
367505,麟鹿,100015,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
367506,石巨人,100024,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
367508,木鱼怪,100026,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
367509,小骷髅,100003,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
367510,月光蝶,20005,0,200,2202351,2312469,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50003,"0,0,0,0",1,50003
367511,石狮,100007,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
367512,古树精,100013,0,200,176188,1387481,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
367602,小乌龟,100001,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
367603,小骷髅,100003,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
367604,蝶精灵,100010,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
367605,蛮牛,100006,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
367606,寒霜狼,100011,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367608,林妖,100014,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
367609,古树精,100013,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
367610,忠勇兔,20011,0,200,2202551,2312679,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50007,"0,0,0,0",1,50007
367611,异面怪,100009,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
367612,魔爪花,100025,0,200,176204,1387607,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
367702,寒霜狼,100011,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367703,硬壳龟,100027,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
367704,蝶精灵,100010,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
367705,瞌睡蛇,100020,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
367706,寒霜狼,100011,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
367708,瞌睡蛇,100020,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
367709,蛮牛,100006,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
367710,月光蝶,20005,0,200,2202751,2312889,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50003,"0,0,0,0",1,50003
367711,蛮牛,100006,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
367712,石狮,100007,0,200,176220,1387733,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
367802,白熊精,100008,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
367803,瞌睡蛇,100020,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
367804,小骷髅,100003,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
367805,白熊精,100008,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
367806,白熊精,100008,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
367808,五毒蝎,100021,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
367809,五毒蝎,100021,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
367810,剑齿虎,20006,0,200,2202951,2313099,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50004,"0,0,0,0",1,50004
367811,小骷髅,100003,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
367812,邪毒蜂,100018,0,200,176236,1387859,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
367910,深渊之龙,100039,0,200,3965672,16193161,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
368010,魅,100040,0,200,3966032,16194631,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
368102,白熊精,100008,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
368103,小骷髅,100003,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
368104,蝶精灵,100010,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
368105,魔爪花,100025,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
368106,小僵尸,100019,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
368108,林妖,100014,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368109,林妖,100014,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368110,云中子,100034,0,200,2203551,2313729,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
368111,瞌睡蛇,100020,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
368112,小骷髅,100003,0,200,176284,1388237,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
368202,剑魂,100012,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
368203,蝶精灵,100010,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
368204,邪毒蜂,100018,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
368205,剑魂,100012,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
368206,灵猴,100023,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
368208,蚌精,100005,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
368209,五毒蝎,100021,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368210,剑齿虎,20006,0,200,2203751,2313939,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50004,"0,0,0,0",1,50004
368211,五毒蝎,100021,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368212,木鱼怪,100026,0,200,176300,1388363,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
368302,巫龟,100022,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
368303,小骷髅,100003,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
368304,石巨人,100024,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
368305,蝶精灵,100010,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
368306,异面怪,100009,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
368308,邪毒蜂,100018,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
368309,寒霜狼,100011,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
368310,剑侠兔,20002,0,200,2203951,2314149,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50002,"0,0,0,0",1,50002
368311,小乌龟,100001,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
368312,蚌精,100005,0,200,176316,1388489,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
368402,林妖,100014,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368403,石狮,100007,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
368404,剑魂,100012,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
368405,跳跳鼠,100004,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
368406,冰火螳螂,100016,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
368408,小僵尸,100019,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
368409,山精,100029,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
368410,上官清,100031,0,200,2204151,2314359,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80031,"0,0,0,0",1,80031
368411,瞌睡蛇,100020,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
368412,寒霜狼,100011,0,200,176332,1388615,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
368502,林妖,100014,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368503,蛮牛,100006,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
368504,寒霜狼,100011,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
368505,冰火螳螂,100016,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
368506,强盗,100002,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
368508,蚌精,100005,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
368509,魔爪花,100025,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
368510,云中子,100034,0,200,2204351,2314569,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
368511,炎魔,100017,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
368512,白熊精,100008,0,200,176348,1388741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
368602,邪毒蜂,100018,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
368603,蛮牛,100006,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
368604,寒霜狼,100011,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
368605,冰火螳螂,100016,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
368606,五毒蝎,100021,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368608,魔爪花,100025,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
368609,白熊精,100008,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
368610,九尾狐,20007,0,200,2204551,2314779,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50005,"0,0,0,0",1,50005
368611,石狮,100007,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
368612,白熊精,100008,0,200,176364,1388867,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
368702,蝶精灵,100010,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
368703,五毒蝎,100021,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368704,山精,100029,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
368705,麟鹿,100015,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
368706,剑魂,100012,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
368708,跳跳鼠,100004,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
368709,麟鹿,100015,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
368710,玉冥真人,100033,0,200,2204751,2314989,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
368711,石巨人,100024,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
368712,林妖,100014,0,200,176380,1388993,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368802,五毒蝎,100021,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368803,寒霜狼,100011,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
368804,石狮,100007,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
368805,古树精,100013,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
368806,蛮牛,100006,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
368808,跳跳鼠,100004,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
368809,蝶精灵,100010,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
368810,黑水玄蛇,20010,0,200,2204951,2315199,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50006,"0,0,0,0",1,50006
368811,蛮牛,100006,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
368812,剑魂,100012,0,200,176396,1389119,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
368902,林妖,100014,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
368903,利刃猿,100028,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
368904,小骷髅,100003,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
368905,蚌精,100005,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
368906,五毒蝎,100021,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
368908,小骷髅,100003,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
368909,石巨人,100024,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
368910,逸琼玄女,100032,0,200,2205151,2315409,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80032,"0,0,0,0",1,80032
368911,利刃猿,100028,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
368912,强盗,100002,0,200,176412,1389245,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
369010,穷奇,100038,0,200,3969632,16209331,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
369102,麟鹿,100015,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
369103,剑魂,100012,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
369104,小僵尸,100019,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
369105,小僵尸,100019,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
369106,麟鹿,100015,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
369108,蚌精,100005,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
369109,蚌精,100005,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
369110,剑侠兔,20002,0,200,2205551,2315829,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50002,"0,0,0,0",1,50002
369111,小骷髅,100003,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
369112,魔爪花,100025,0,200,176444,1389497,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
369210,魑,100041,0,200,3970352,16212271,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
369310,穷奇,100038,0,200,3970712,16213741,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
369410,魑,100041,0,200,3971072,16215211,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
369502,小乌龟,100001,0,200,176508,1390001,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
369503,五毒蝎,100021,0,200,176508,1390001,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
